,0
240,"
                    
                        아~
계속 계속~
쭈욱~
여릉 내내 구매했어요~
지인께도 소문소문. 선물은기본.
모임에도 준비해 주는 센스~^^
음료수보다 칼로리 낮고
술 못드시는 분들위해
준비해 보세요~^^
강츄~
원츄~^^
맛 ㅡ달달하거나 끈끈한것없는 깔끔한 맛
       약간 고소함이 끝에 묻어남
향 ㅡ보리? 레몬? 마시다보면 향도 좋음.
       단, 처음몇번은 못느낄수도…개취니까^^
가격 ㅡ사이 ㅇ,콜 ㅇ등등 탄산음료보다 저렴.
배송 ㅡ로켓부터 일반배송끼지~
분류ㅡ성인 탄산음료 
          술자리 불편하신분들 강추
술집사장님들께 꼭 비치해 두셨으면 하는
갠적인 생각^^ㅡ가게내 광고 여기저기붙여서 판매.
6~700안되는 가격으로 3000받아도 4배ㅋㅋ

암튼 별생각을ㅋㅋ 전 좋습니다.이제품^^

배송 로켓으로 쿠팡맨님 ^^
감사드려요~
                    
                "
241,"
                    
                        수유중이라 맥주를 못먹어서 제로를 샀는데
크~참 좋네요~ㅋ
                    
                "
242,"
                    
                        매번 삽니다.

맥주를 줄이려고 샀는데.

맥주 + 하이트 제로가 됐군요...
                    
                "
243,"
                    
                        제가 맥주가 주는 그 시원하고 짜릿한 탄산감이랑 청량감을 좋아해서 
술자리에서도 맥주만 마시는데요
문제는 제가 알쓰라... 캔맥 하나 다 마시기도 쉽지가 아나여
광고에서처럼 꿀꺽꿀꺽꿀꺽 캬크으 이거 하고싶은데
그러면 ㅇ얼굴 시뻘개지고 어지럽고 난리나거든요
그래서 맨날 천천히 홀짝홀짝 마시구 ㅜㅜ 시원하던 맥주 다 식고... 밍밍해지고...

그래서 막 찾다가 이걸 발견하고 상품평 좋고 가격도 괜찮길래 냉큼 주문했는데
정말 ㅠㅠ 너무 기분내기 좋아여
이제 꿀꺽꿀꺽꿀꺽 마음껏 할수있어요
냉장고에 넣어놨다가 딱 빼서 마시면
맥주 맛 그대로예요
뒷맛은 진짜맥주랑 좀 다르게 고소? 시큼? 그런 맛이 더 나긴 해요

그래도 너무너무너무 만족합니당
이거 마시면 저도 알쓰같지가 않아여
                    
                "
244,"
                    
                        저렴하게  잘샀어요~^^ 
동네마트에선  하나에  천원인데  쿠팡에서  많이싸게구입했네요~  ㅎㅎ
수유중이라   무알콜 제로~  아주가끔한잔씩하는데  양이많아  오래두고먹을것같아요. 

술맛도  많이나고  알콜기없으니  취할걱정도없고 무엇보다
수유중이니 안심하고 먹을거같아요~

술을좋아하는편은아니지만  요즘처럼 더운날  술맛느끼면서
시원하게  한잔씩하면서  기분내는것도  나쁘지않네요ㅋㅋ
술좋아하는 신랑 분위기도맞춰주고  ~  무알콜 계속  찾을거같아요  ㅎㅎ

다먹고난후 재구매  100 퍼할듯요^^:;;  
저렴하게 판매해주셔서  감솨해용~~!!
                    
                "
245,"
                    
                        매번 삽니다.

맥주가 줄 질 않습니다.

하이트 제로가 늘었습니다.
                    
                "
246,"
                    
                        다들 임신 수유중에 드셨다지만
저는 매일 혼술로 맥주를 마시다 이러다 알콜중독되고 훅 가겠다는 생각때문에 무알콜 맥주를 주문하게 되었구요
맥주 마시는 기분과 목넘김은 좋지만 맥주맛은 아니예요
맛이없어요 ㅠㅠ 시큼한 고구마맛이 나는데 왜 시큼한지 모르겠어요. 
그래도 맥주 안먹으니까 간이 좀 쉬는것같달까?
맛은 없는데 대체품이 없으니까 계속 구매하려구요

1. 기분내기에 좋다.
2. 목넘김 귯
3. 맛은 없다
4. 너무자주먹는다 이거에 중독될것같다

팁 ㅡ 컵에따라드시면 탄산 다 날라가니 캔채로 드세영^^
                    
                "
247,"
                    
                        마트보다 휠씬 싸요
차갑게 해서 먹으면 탄산도 강하고 좋아요
                    
                "
248,"
                    
                        나이가 드니 점점 체중이 불고 매일 저녁 시원하고 톡톡 튀는 맥주 한 캔도 부담이 되네요 그렇다고 안 먹음 시원한 탄산이 너무 그리우면서 속이 답답하고~
탄산수로 대체도 해봤지만 아쉬움이 커서 무알콜 맥주 <제로>에도 도전해 보려고 구매했어요
시원하게 <제로> 한 캔만 마시면 나름 맥주 대체품으로 나쁘지 않아요 물론 맛의 차이가 좀 있긴 하지만요
그런데 음식이랑 함께하면 음식의 향 때문에 제로의 맛에 변화가 느껴지면서 뭔가 거부감 있는 향? 맛?이 느껴질 때가 있어요
미미한 메주냄새…? 콩 띠우 냄새??
그래서 전 밤에 맥주 한 캔이 간절할 때 안주 없이 한, 두 캔씩 제로만 마셔요 근데 무알콜인데도 살짝 알딸딸한 느낌이 잠깐 드는건 제 뇌가 제로를 맥주로 인식해서 일까요? 궁금하네요 ㅎㅎㅎ
                    
                "
249,"
                    
                        수유부라 이것만 마시는데 가격이 자꾸 올라요
다른데가 더 싸네요
이제는 할인률도 거의 없어요.. 급한거 아니면 패스..
                    
                "
250,"
                    
                        수술해서 금주중이라 샀는데
칭따오가 더 맛있긴해요...
칭따오 알콜은 0.05라 기별도 안갈거같지만 그래도 완전무알콜이 낫겠죠.
싸다고 너무 많이샀는데 첨에 끝에 나는 과일주같은 맛이 좀 거부감들었는데 먹다보니 익숙해지네요 
왜 벌써 절반이 줄었는지...습관성이에요 ㅠㅠ
일반 맥주보다 칼로리도 낮구요 
엄마가 한모금 드시고 진짜 알콜없는거맞냐고 물으시네요 ㅎㅎ
                    
                "
251,"
                    
                        더운여름에 치킨이라도 먹을라치면 콜라랑 먹었는데 콜라의  칼로리도 무시할수 없고,
게다가 치맥하는거 보면 부럽기도 하고.
술  잘마시지만  술살들이 영원히 친구할듯 옆구리에 ,배에, 볼따구에 붙어서 기생을 하고 있어 그나마 술맛난다기에 무알콜로 선택했어요.
솔직히 맛없으면 어쩌나 했는데 기대이상입니다.
콜라보다 칼로리도 낮아서 부담없네요.
거품도 풍부한게 신기하네요.
한캔이면 배도 부르고 딱 좋아요.
이제 시원한 맥주한잔 땡기는날엔 부담없이 마실랍니다.
이맛을 알았다면 예전에 수유중일때도 먹을수 있었을텐데.
                    
                "
252,"
                    
                        술안먹으려고 샀는데 말 그대로 알콜만 쏙 뺀 맥주맛이네요 ㅎㅎ 먹을만해요
                    
                "
253,"
                    
                        다이어트때문에 술을 끈어야해서 무알콜맥주 라고
위안 삼으라고 주문했는데 만족이라네요
다 먹으면 다시오겠습니다
                    
                "
254,"
                    
                        그냥 시원한 맥주 맛 그대로,깜놀함!
알콜이 없는데 맛이 왜 똑같지?
                    
                "
255,"
                    
                        *개인의견입니다

1. 개인적으로는 쉽게 구할 수 있는(마트에서 파는) 무알콜 맥주 중에서는 그나마 하이트가 맥주맛을 잘 흉내낸 것 같다.
(무알콜 맥주 다양하게 먹어본 것은 아님)

2. 맥주보다는 그래도 월등히 싸서 술 마시고 싶은데 참아야 될 것 같은 날 마시면 좋겠고, 캔이 작아서 하나씩 홀짝거리기도 좋을 듯 싶다. 

3. 회사에서 놓고 마실까 했는데 너무 눈치보일까봐 참았다. 업무중 스트레스 받을 때 하나씩 마시면 좋겠는데...

4. 금주, 절주에 어느정도 도움은 될 듯 싶다.

5. 맥주는 하이트 선호 안하는데 무알콜은 하이트가 그나마 괜찮은 듯 싶다

6. 하지만 그래봤자 무알콜맥주다, 알콜맥주에 비비기는 힘들듯(완전 저가 맥주보다는 낫다)
                    
                "
256,"
                    
                        너무 괜찮아서 재구매할려고했는데,
2천원이나 올랐네요ㅜㅜ
                    
                "
257,"
                    
                        무알콜로 부담없이 생각날 때마다 먹을 수 있어서 좋았습니다~!!
한 번에 많은 양을 시켜서 먹는데 시간이 걸리긴했지만 괜찮았어요
                    
                "
258,"
                    
                        남편이 술을 끊고 나서 대신 먹는데
하루에 4캔이상 먹나봐요. ㅎㅎ
시원하게 먹고 나면 
소화도 잘되고 한다네요.
완전 소화제 대용인줄~~~

배송빠르구요
잘 도착해서  감사합니다. 
계속 이렇게 여기서 시켜야 겠어요.
                    
                "
259,"
                    
                        임산부라서 0% 완전 무알콜 구입
임신햇지만 기분 낼때 꼭 필요하져
대형마트보다
개당 400원 이상 저렴해서 두번째구입
다른 무알콜보다
맥주맛도 더 잇고 탄산도더 강하고
임신한 9개월동안 하이트무알콜만 먹고잇어여
저렴하니 넘 좋아여
                    
                "
260,"
                    
                        모유수유 중 마시는 무알콜맥주 
행복합니다

다만 단점은 젖이 금방 차요ㅠ
자고일어나면 숙취 머리도 좀 아픕니다

알콜도 없는데 머리가 아파서
먹는것이 고민되요

푹자고일어나면  덜 아픕니다

찌그러짐없이 배송되어 좋았는데
배송하시는분에 따라 다를 수 
있을 것 같네요 

끝맛은 호박엿?그런 맛 조금 납니다 
거품은 정말 맥주같아요

애기낳기 전 소주파였기 때문에
맥주맛은 잘몰라서 맛의 조언은
어렵네요

다만 치킨과 먹으며 기분내기에
너무좋아요 

지친 육아피로에 1년 넘게
금주신세였던 저에게 이보다
좋은건 없겠죠 그것만으로
충분히 살만하네요 

혹시모르니 대형마트구입 후
맘에드시면 쿠팡 다량주문
하시기바랍니다

모두 즐무맥하세요 :)
                    
                "
