,0
22,"
                    
                        술 좋아하는 남편~ 
퇴근 후 시원한 맥주 한두캔씩 마시는걸 좋아해요.
남편을 위해 준비했다니 좋아했는데 '무알콜' 이랬더니
살짝 김빠진 표정..^^;
그래도 남편의 건강도 생각하면서 맥주의 시원한 청량감은
느끼게 해주고 싶은 마누라의 마음으로 데려왔는데^^

저도 술을 좋아하진 않지만 너무 덥고 갈증날때
시원한 맥주가 먹고 싶어질때가 종종 있더라구요.
사실 남편 핑계지만 저도 한번 맛이 궁금했어요.
무알콜이라는 점이 아주 맘에 들었지요.
맛은 신기하게도 진짜 맥주맛이 났어요.
진짜 취하지 않는걸까 궁금했는데 역시 취하진 않고요..ㅎㅎ
맥주맛을 살린 음료라고 하면 될것 같아요.
시원~하게 넣어놨다가 종종 생각날때마다 하나씩
꺼내먹으면 좋을 것 같아요.

착한 남편도 마누라의 마음을 생각해서 먹어주더라구요.^^
술은 취하려고 먹는거라는 남편에게는 아무래도
진짜 맥주라기 보다는 맥주맛 음료겠지만 알콜 대체용으로
퇴근 후 기분전환용으로 시원하게 종종 한잔?^^
혼자 마시는 남편과 짠짠도 같이 해주며 이젠 분위기도 
맞춰줄 수 있을 것 같네용~

 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.
                    
                "
23,"
                    
                        ??모임에서 분위기 살리고픈, 알콜이 받지 않는분.
알콜이 받으나, 다음날 근무가 걱정 되는분.
알콜로 인해 안주를 너무먹어 다이어트가 걱정되는분.
혼술 즐기고 싶은분… 모두 강추 합니다.

ㅡ무알콜 30칼로리 350ml임.(타제품60칼로리)
ㅡ유통기한 ㅡ2021. 02. 17일 까지 입니다.
ㅡ거부감 없는 맛. 살짝 과일향도 나는듯 합니다.

가격은 조금 더 저렴한 무알콜 캔맥 있습니다.
그러나 이제품 권하고 싶네요.
칼로리도 더 낮고, 맛도 이제품이 더 좋거든요.

더 마시면서 업댓 할게 있으면 할게요.

도움되셨나요?? 꾸욱 눌러주는 센스??감사합니다.

ㅋㅋㅋㅋㅋ 2020. 10. 11.
계속 가끔 재구매하고 있습니다.

포장도 배송도 굿입니다.
                    
                "
24,"
                    
                        원래 보리로 된 음로나 음식을 너무 좋아해요.
또 예전에 맥콜이나 보리텐을 즐겨마시던 생각도 나고
일 마치고 돌아와서 알콜없이 시원하게 마실걸 찾다가  발견

잔뜩 기대하며 기다리는데 뚜둥! 도착했어요 
외형은 완전 맥주람 똑같아요.
바로 따서 마시고 싶었지만 
'미적지근한 보리음료라' 끔칙한 생각이 들어 바로 냉장고행
시원해진 클라우드 클리어 제로를 캔채 마셔보았는데
아무래도 발효과정에 나오는 자연탄산과는 다르게 주입한 탄산이어서인지 거친 탄산수의 맛이 강해요
항은 옅은 맥주의 향이 나는데 상큼한 향도 같이 나서 마시면서 
단맛뺀 맥콜에 탄산수를 섴은 느낌이었어요
내 생각에는 정말 맥주가 마시고 싶어 죽겠는데 알콜이 있으면 안되는 그런 상황이 아니라면.. 비추
차라리 음료로 마시고 싶다면 맥콜이나 보리텬을..
술을 마셔도 된다면 맥주를 권합니다

그래도 기분은  낼수 있고 시원한 보리향 탄산수를 마신다는 점에서는 플러스^^

감사합니다

 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.
                    
                "
25,"
                    
                        꺄아아아~~♡
무알콜 맥주 쿠팡에 팔군요
맥주덕후인데 몇년째 마셨더니
뱃살이 뱃살이 장난아니더라구요

살 쫌 쪗다싶으면
다이어트하는 뇨자라
다른건 다 참겠는데 ㅠㅠ
맥주는 도어어어저히 안되고
무알콜 맥주가 생각났어요~

한박스 있으니
세상 든든한건 안비밀
오랜만에 마셨는데 ㅎㅎ
맥주랑은 당연 비교불가지만
아쉬운대로 가볍게 마시기 굳뜨

괜찮네요 ♡
뱃살 쪼매 들어가면
다시 맥주로 갈거지만
그동안 ㅋㅋ 이걸로 ㅋㅋ
올 여름은 클라우드 제로와
맥주대신 함께 할께요 ㅎㅎㅎ

 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.
                    
                "
26,"
                    
                        알코올 1도 없습니다
무알콜을 먹기 위해 검색 정말 백번은 넘게 했고
카*는 도대체 뭔맛인지 이건 그냥 맥주맛이 안나고요
하이*는  깻잎맛이 나고요
밀* 얘도 맛이 산으로 가고
그롤* 는 그나마 괜찮은데 외국꺼는 0.1?? 이하 알코올 농도는 무알콜로 친대서 찝찝해서 안먹고.. 정말 많은 종류
먹어봤지만 클라우드가 제일 맥주맛에 가깝고 너무 좋네요!
주변에도 한번씩 나눠줬는데 다 이거로 갈아탔어요~~
쿠팡에서 꾸준히 시켜먹고 있습니다.
택배기사님들 죄송해요 ㅠㅠㅠ 늘 감사드립니다!
                    
                "
27,"
                    
                        알콜이 땡기지만? 먹으면 안되는 처지이기에
무알콜을 생각했던 찰나
딱! 체험에 떠서 바로 구매했어요^^

첫 맛은 응? 이거 뭔 맛이야? 이거였고
그러면서 아 못 먹겠다~ 이랬는데

한캔 땄으니 먹긴 해야겠다싶어 마시는데
중간 마시면서 느낀것은
탄산이 과하지않아 목넘김이 부드러운 편이고
과일주 느낌이 나네요

맥주 느낌으로 마시진 않고 가벼운 샴페인?
달지않고 속이 뜨거워지지않는..ㅎㅎ

잘 마시겠습니다~

 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.
                    
                "
28,"
                    
                        하이트제로 보다 훨씬 맥주맛에 가깝습니다
약간 취하는거 같기도 하고ㅎ
맥주맛을 잊고 싶은 1인 인데요
완전 잊기전까진 재구매할 생각이예요
                    
                "
29,"
                    
                        집에 있은 시간이 많으지면서 혼술하는 횟수도 늘고..
그러다보니 거의 매일 마시듯 하게되더라구요;;
그래서 기분만 좀 내려고 무알콜 주문해봤는데, 생각보다 나쁘지않았어요.

수입맥주 중에서도 무알콜이 있긴하지만 100%알콜이
안들어가는 제품을 찾기가 힘들어서 국산으로 찾아보게 됏구요.
맛은 아무래도 수입보다는 못해도.. 가격대비 좋은 제품이네요! 

처음엔 이게 무슨맛인가.. 싶다가도 먹다보니 뭐.. 나쁘지 않아서 요리하다가 목마르면 마시고, 밥먹다 술마시긴 좀 그럴때 아쉬운대로 종종 음료수처럼 꺼내 마십니다ㅎ

아! 소주랑 섞어서 쏘맥 마셔봣는데 나쁘지않더라구요~ 다음날 머리도 안아프고 깔끔했네요.
                    
                "
30,"
                    
                        술끊은지10년이 넘고보니 술먹기에는 부담 스럽고 무알콩 처음접했을때는 호프때문에 맥주라는 착각도 있어다 그러나 먹으면 먹을수록 음료같은느낌과 맥주먹은다음 소변이 잘 나와서 먹게된다 소팔메트 먹고 있는데 맥주먹으면 호과가 더해진다고한다 무알고호프을 먹으니 맥주효과을 보는것같다 어차피 맥주도 호프로 만들고 무알콜맥주니 알콜뺀 맥주아닌가 나이먹으면 알콜은 부담이 간다 그러니 무알콜을 음료처럼 하루에2~3개정도 먹으니 소변보는데 도움이 많이 된다
                    
                "
31,"
                    
                        퇴근 후 집에서 맥주 한잔 마시는게 취미였는데..
맥주 한잔이 두잔되고 점점.. 하루에 네캔이상 마시게 되더라구요.
맥주를 한캔이라도 안마시면 너무 마시고싶고.. ㅠㅠ
이대로는 안되겠다 싶어서 금주하려고 샀습니다.

음 뭐랄까 킁킁 맡으면 과일향+물엿 냄새가 나는데
먹을 때도 그런 맛인데..
맥주보다는 청량감도 떨어져요. 근데 그건 감안하는거니깐..

언니가 수유중일때 먹던 무알콜 맥주를 두캔줘서 마셔본 적이 있는데. 그건 진짜 맥주맛 느껴졌던거 같은데. 이건 음 맥주맛 약해요...사람은 적응의 동물이니깐 괜찮겠죠!!...?

그래서 먹는 팁으로는 ㅋㅋ 한모금 마시자마자 바로 목으로 훅 넘겼어요... 그러면 살짝 청량감 들어서... 그렇게 맥주라고 생각하며 ㅋㅋㅋㅋ

공부하거나 책읽으려고 할 때.. 술한잔 들어가면 그날 하루 방해받기 쉬운데... 이거 마시면서 공부해도 좋겠어요!

금주중이신 분들 같이 화이팅!!

저는 매일 맥주 마시는 사람으로서 맛 없지만..
금주하려고 사서 먹으니깐 참고 마시는중..
근데 정말 맥주맛 나면서 논알콜인 걸 마셔봐서 그런지
좋은 평은 못하겠어요....
                    
                "
32,"
                    
                        배송은 벌크 포장 그대로 옵니다. 근데 찌그러지지는 않았음.
  맛은 마셔본 논알콜 맥주 중에는 제일 맥주랑 비슷한 느낌이에요. 탄산은 보통. 다른거는 그냥 논알콜 맥주인데도 단게 많이 들어가서 엄청 달아서 이상했는데 이건 달지않아요. 맥주에서 알콜만 없앤 맛. 쓴맛이 없어서 좋아요. 색은 연한듯.
  치킨이랑 같이 먹었는데 맛있어요. 깔끔하고 좋은맛. 탄산수에 보리차 섞은맛인데 맥주향도 살짝 남. 먹어본 논알콜 맥주 중에 제일 일반맥주랑 비슷한 느낌. 거품도 부드러움.
  다이어트중인데 맥주가 땡기거나 알콜은 싫은데 맥주맛은 좋아하는 분들에게 추천해요. 칼로리가 한 캔에 30kcal 밖에  안 해서 좋음. 여름에 시원하게 생각날 때 마다 한 캔씩 마시기 좋은듯. 술 아니라서 딱히 속 버릴일도 없고, 매일 마신다고해도 간에 무리갈 일이 없으니까 좋은듯요.

 쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.
                    
                "
33,"
                    
                        저는 일단 술을 매우 좋아합니다.
남편이 이렇게 술좋아하는줄 알았음 결혼다시생각해봤을거라 할정도로요.
그런데 19년 1월 1일 아기가 생겼어요~
그렇게 저는 술을 안녕~해야했고
임신기간10개월+모유수유14개월 동안 무알콜만 먹었어요~
처음엔 종류별 무알콜을 다 사다가 하나씩먹어봤는데요
수입무알콜은 어느정도 알콜이 들어있고
하*트는 단맛?엿기름맛?이 너무 강했어요
가장 마지막에 먹은 무알콜이 클라우드제로였는데
일단 칼로리가 가장 낮아요
또 가장 맥주맛과 비슷한 점에서 
저의 원픽은 클라우드제로 였죠!
남편도 저따라 무알콜마시는 바람에
주말엔 육퇴후 무알콜, 주중에도 밥먹으면서 한잔~
24개월동안 저의 스트레스해소를 도와준 클라우드제로
그래서인지 이제 맥주맛도 잊어버리고
무알콜이 맥주같은?ㅋㅋㅋ
가끔은 기분탓인지 취기도 올라오는것같은 착각도 들어욖ㅋㅋㅋ
며칠전 단유후 맥주를 먹었는데 이젠 알쓰가 되어서
알콜을 먹을수 있음에도 불구하고
전 클라우드제로를 샀답니다
                    
                "
34,"
                    
                        원래 스페인 저알콜 맥주마시다가 마트에서 우연히 클라우드 무알콜 먹고 반해서 한박스 주문했어요! 가격도 넘 착하고 원래도 클라우드 좋아했어서 술마시면 안되는 저에겐 유레카에요..ㅠㅠ
작년부터 염증 치료 하고있어서 알콜 일절 못마시고 있는데, 참는것도 하루이틀이지 한 입 홀짝거리곤 했는데 이젠 그럴일 없어요. 무알콜이라서 맥콜 정도나 맹맹한 물 상상했는데 아무래도 맥주향을 넣어서 그런지 제입엔 맥주랑 똑같아요,,!! 처음 두캔 세캔은 적응 기간이 필요했는데 지금은 완전 맥주맛으로 느껴집니다^^ 몰랐는데 일반 오리지널 맥주가 칼로리랑 도수가 꽤 높더라구요? 빵을 갈아서 마신다고 생각하면 된다던데 그런이유에서라도 무알콜을 안마실 이유는 없는것같아요. 진즉에 무알콜로 갈아탈껄~~~! 저처럼 치료중인 분들이거나 가볍게 한캔 마시는것 좋아하는분들께 꼭 추천하고싶어요^^
                    
                "
35,"
                    
                        소주.맥주를 너무 사랑하며 알콜중독의 길을 걷던 신랑님이
몸이 좋지않아 수술을 하고..
수술앞두고 금주하다 수술 후 계속 금주중입니다.
술을 사랑하던 신랑님이 검색후 제로 맥주를 발견해 
마트에서 구매후  알콜의 기분을 느끼며 좋아하더군요^^
쿠팡을 검색해 하**제로가 더 저렴해 구매했다가 신랑이 못 먹겠다며 클라우드제로를 사라고 하더군요ㅠ?ㅜ
애주가 였던 신랑입에는 클라우드제로가 그나마 제일 술먹는 맛이난다고 하더라구요.
술안먹다 제로 3,4캔 마시니 술채는 느낌난다더니..캠핑가서 이제는 6캔 마시더라구요ㅎㅎ
술마시던 사람이 옆사람이 술마실때 술안먹고 있는게 무척 힘들다며 유혹도 난다고 하더니..클라우드제로덕에 6개월째 금주 실천중이에요^^
일반 마트가면 6캔 6000원정도하고
식자재마트가면 6캔 5400원 하는데..
쿠팡에서는 4800~4900원정도 하니 좋더라구요^^

기분 좋다고 한잔)) 화난다고 한잔)) 스트레스받아 한잔))
치맥에 한잔)) 더워서 한잔)) 불금에 한잔)) 캠핑가서 한잔))
스트레스 안받고 더울때 탄산 음료대용으로..술대용으로..
맥주의 보리맛을 느끼며 신랑님의 금주 쭉 이어갈수있길 바래봅니다^^
                    
                "
